分类一	分类二	分类三	分类四	词类名	同义词
针对性同义词*	重点词*	手机型号			畅快
针对性同义词*	重点词*	手机型号			真八核畅玩版
针对性同义词*	重点词*	手机型号			畅玩
针对性同义词*	重点词*	手机型号			畅游
针对性同义词*	重点词*	手机型号			八核畅玩版
针对性同义词*	重点词*	手机型号			畅玩版真八核
针对性同义词*	重点词*	手机型号			8核畅玩版
通用同义词	常用词	名词%n		指向性	
通用同义词	常用词	名词%n			指向性
通用同义词	常用词	其他		物体	
通用同义词	常用词	其他			物体
通用同义词	常用词	其他			物
针对性同义词*	重点词*	相关名词		上盖	
针对性同义词*	重点词*	相关名词			上盖
通用同义词	常用词	形容词		松懈	
通用同义词	常用词	形容词			放宽
通用同义词	常用词	形容词			松懈
通用同义词	常用词	形容词			松动
通用同义词	常用词	形容词			松
针对性同义词*	重点词*	危机词		白烟	
针对性同义词*	重点词*	危机词			白烟
通用同义词	常用词			ringtones	
通用同义词	常用词				ringtones
通用同义词	常用词	名词%n		连帽	
通用同义词	常用词	名词%n			带帽
通用同义词	常用词	名词%n			连帽
针对性同义词*	重点词*	家庭&mbb产品型号		e5573s-852	
针对性同义词*	重点词*	家庭&mbb产品型号			e5573s-852
针对性同义词*	重点词*	家庭&mbb产品型号		e5573s-853	
针对性同义词*	重点词*	家庭&mbb产品型号			e5573s-853
针对性同义词*	重点词*	家庭&mbb产品型号			e5573s853
针对性同义词*	重点词*	家庭&mbb产品型号		e5573s-856	
针对性同义词*	重点词*	家庭&mbb产品型号			e5573s856
针对性同义词*	重点词*	家庭&mbb产品型号			e5573s-856
通用同义词	常用词	名词%n		nit	
通用同义词	常用词	名词%n			nit
针对性同义词*	重点词*	配件型号		am07c	
针对性同义词*	重点词*	配件型号			am07c荣耀小口哨耳机
针对性同义词*	重点词*	配件型号			am07c荣耀小口哨
针对性同义词*	重点词*	配件型号			am07c荣耀小口哨蓝牙耳机
针对性同义词*	重点词*	配件型号			am07c
针对性同义词*	重点词*	配件型号			am07c蓝牙耳机
针对性同义词*	重点词*	配件型号			am07c耳机
针对性同义词*	重点词*	相关名词		下盖	
针对性同义词*	重点词*	相关名词			下盖
针对性同义词*	重点词*	相关名词		4k摄像	
针对性同义词*	重点词*	相关名词			4k摄像
针对性同义词*	重点词*	相关名词			超高清摄像
针对性同义词*	重点词*	相关名词			4k超高清摄像
针对性同义词*	重点词*	相关名词		字库门	
针对性同义词*	重点词*	相关名词			字库门
针对性同义词*	重点词*	相关名词		蜂窝数据	
针对性同义词*	重点词*	相关名词			蜂窝数据网络
针对性同义词*	重点词*	相关名词			蜂窝数据
针对性同义词*	重点词*	相关名词		电子防抖	
针对性同义词*	重点词*	相关名词			dis防抖
针对性同义词*	重点词*	相关名词			dis
针对性同义词*	重点词*	相关名词			电子防抖
活动相关词类				安迪同款	
活动相关词类					安迪同款
针对性同义词*	重点词*	相关名词		货物	
针对性同义词*	重点词*	相关名词			货物
针对性同义词*	重点词*	相关名词			快递
通用同义词	常用词	名词%n		富文本	
通用同义词	常用词	名词%n			富文本
通用同义词	常用词	其他		黄灯	
通用同义词	常用词	其他			黄灯
针对性同义词*	重点词*	相关名词		进度	
针对性同义词*	重点词*	相关名词			进度条
针对性同义词*	重点词*	相关名词			进度
针对性同义词*	重点词*	相关名词			进展
针对性同义词*	非重点词	名词%n		assistivetouch	
针对性同义词*	非重点词	名词%n			assistivetouch
针对性同义词*	重点词*	手机型号		华为y321-coo	
针对性同义词*	重点词*	手机型号			y321-coo
针对性同义词*	重点词*	手机型号			华为y321-coo
通用同义词	常用词	动词%v		摘掉	
通用同义词	常用词	动词%v			摘
通用同义词	常用词	动词%v			摘掉
通用同义词	常用词	动词%v			摘下
针对性同义词*	非重点词	形容词		滋滋声	
针对性同义词*	非重点词	形容词			电磁声
针对性同义词*	非重点词	形容词			滋滋滋
针对性同义词*	非重点词	形容词			吱吱声
针对性同义词*	非重点词	形容词			吱吱
针对性同义词*	非重点词	形容词			兹兹
针对性同义词*	非重点词	形容词			呲呲
针对性同义词*	非重点词	形容词			滋滋声
针对性同义词*	非重点词	形容词			滋滋
针对性同义词*	非重点词	形容词			沙沙
针对性同义词*	非重点词	形容词			次次声
通用同义词	集合词#	集合		地区话	
通用同义词	集合词#	集合			普通话
通用同义词	集合词#	集合			湖南话
通用同义词	集合词#	集合			粤语
通用同义词	集合词#	集合			客家话
通用同义词	集合词#	集合			四川话
通用同义词	集合词#	集合			河南话
通用同义词	集合词#	集合			广东话
通用同义词	集合词#	集合			东北话
天气词类	集合词#	时区类*	东5区	印度境内	
天气词类	集合词#	时区类*	东5区		坎普尔
天气词类	集合词#	时区类*	东5区		勒克瑙
天气词类	集合词#	时区类*	东5区		苏拉特
天气词类	集合词#	时区类*	东5区		班加罗尔
天气词类	集合词#	时区类*	东5区		普纳
天气词类	集合词#	时区类*	东5区		新德里
天气词类	集合词#	时区类*	东5区		阿格拉
天气词类	集合词#	时区类*	东5区		安拉阿巴德
天气词类	集合词#	时区类*	东5区		浦那
天气词类	集合词#	时区类*	东5区		巴特那
天气词类	集合词#	时区类*	东5区		那格浦尔
天气词类	集合词#	时区类*	东5区		斋浦尔
天气词类	集合词#	时区类*	东5区		瓦朗加尔
天气词类	集合词#	时区类*	东5区		马杜赖
天气词类	集合词#	时区类*	东5区		加尔各答
天气词类	集合词#	时区类*	东5区		德里
天气词类	集合词#	时区类*	东5区		特里凡得琅
天气词类	集合词#	时区类*	东5区		孟买
天气词类	集合词#	时区类*	东5区		艾哈迈达巴德
天气词类	集合词#	时区类*	东5区		印度
天气词类	集合词#	时区类*	东5区		海德拉巴
天气词类	集合词#	时区类*	东5区		全纳伊
通用同义词	常用词	其他		好听	
通用同义词	常用词	其他			好听
第三方服务词	集合词#	快递类		zhaijisong	
第三方服务词	集合词#	快递类			宅急送
第三方服务词	集合词#	快递类			zjs
通用同义词	常用词	其他		百分之八十	
通用同义词	常用词	其他			百分之八十
通用同义词	常用词	其他			80%
针对性同义词*	重点词*	相关名词		超大音量	
针对性同义词*	重点词*	相关名词			超大音量
针对性同义词*	重点词*	其他重点词*		开盖拨片	
针对性同义词*	重点词*	其他重点词*			开盖片
针对性同义词*	重点词*	其他重点词*			拨片
针对性同义词*	重点词*	其他重点词*			开盖拨片
通用同义词	常用词	名词%n		虹膜	
通用同义词	常用词	名词%n			脸部
通用同义词	常用词	名词%n			虹膜
针对性同义词*	重点词*	相关名词		声效	
针对性同义词*	重点词*	相关名词			声效
针对性同义词*	非重点词	动词%v		拿起	
针对性同义词*	非重点词	动词%v			握
针对性同义词*	非重点词	动词%v			拿起
针对性同义词*	非重点词	动词%v			一拿到手里
针对性同义词*	非重点词	动词%v			握起
针对性同义词*	非重点词	动词%v			拿
针对性同义词*	重点词*	相关名词		kinect	
针对性同义词*	重点词*	相关名词			kinect
针对性同义词*	重点词*	相关名词		f-box	
针对性同义词*	重点词*	相关名词			f-box
针对性同义词*	重点词*	相关名词			无线共享智能盒
针对性同义词*	非重点词			六个	
针对性同义词*	非重点词				6个
针对性同义词*	非重点词				6
针对性同义词*	非重点词				六个
针对性同义词*	重点词*	相关名词		hdcp	
针对性同义词*	重点词*	相关名词			hdcp
针对性同义词*	重点词*	相关名词		移动mm商场	
针对性同义词*	重点词*	相关名词			mm
针对性同义词*	重点词*	相关名词			移动mm
针对性同义词*	重点词*	相关名词			移动mm商场
针对性同义词*	重点词*	相关名词			mm商场
针对性同义词*	重点词*	相关名词			妹
针对性同义词*	重点词*	相关名词			女的
针对性同义词*	重点词*	相关名词			mm商店
针对性同义词*	重点词*	相关名词			移动mm商城
针对性同义词*	重点词*	家庭&mbb产品型号		华为平板m3	
针对性同义词*	重点词*	家庭&mbb产品型号			m3
针对性同义词*	重点词*	家庭&mbb产品型号			华为平板m3(btv-dl09)
针对性同义词*	重点词*	家庭&mbb产品型号			平板
针对性同义词*	重点词*	家庭&mbb产品型号			beethoven-w09a
针对性同义词*	重点词*	家庭&mbb产品型号			btv-dl09
针对性同义词*	重点词*	家庭&mbb产品型号			beethoven-w09b
针对性同义词*	重点词*	家庭&mbb产品型号			华为m3
针对性同义词*	重点词*	家庭&mbb产品型号			beethoven-dl09a
针对性同义词*	重点词*	家庭&mbb产品型号			华为平板m3(btv-w09)
针对性同义词*	重点词*	家庭&mbb产品型号			beethoven-dl09b
针对性同义词*	重点词*	家庭&mbb产品型号			beethoven
针对性同义词*	重点词*	家庭&mbb产品型号			华为平板m3
针对性同义词*	重点词*	家庭&mbb产品型号			btv-w09
针对性同义词*	重点词*	家庭&mbb产品型号		华为平板m2	
针对性同义词*	重点词*	家庭&mbb产品型号			m2
针对性同义词*	重点词*	家庭&mbb产品型号			mediapad m2
针对性同义词*	重点词*	家庭&mbb产品型号			华为mediapadm2
针对性同义词*	重点词*	家庭&mbb产品型号			m2平板
针对性同义词*	重点词*	家庭&mbb产品型号			华为mediapad m2
针对性同义词*	重点词*	家庭&mbb产品型号			m2wifi版本
针对性同义词*	重点词*	家庭&mbb产品型号			mediapadm2
针对性同义词*	重点词*	家庭&mbb产品型号			华为m2
针对性同义词*	重点词*	家庭&mbb产品型号			华为阅览m2
